ano;cod_ibge;pes_rf_ate_meio_sm;pes_insc_cadun;perc_rf_ate_meio_sm
2015;3518800;307266;346777;88,6
2015;3518859;1913;2005;95,4
2015;3518909;1629;1980;82,3
2015;3519006;3450;3788;91,1
2015;3519055;1269;1454;87,3
2015;3519071;45061;51102;88,2
2015;3519105;2731;3041;89,8
2015;3519204;2565;2781;92,2
2015;3519253;2492;2825;88,2
2015;3519303;8253;8577;96,2
2015;3519402;2546;2901;87,8
2015;3519501;3153;3983;79,2
2015;3519600;9328;11692;79,8
2015;3519709;17894;19279;92,8
2015;3519808;2204;2685;82,1
2015;3519907;3681;4378;84,1
2015;3520004;6657;7187;92,6
2015;3520103;5289;5896;89,7
2015;3520202;3925;4345;90,3
2015;3520301;12774;14095;90,6
2015;3520400;5717;6637;86,1
2015;3520426;6314;8873;71,2
2015;3520442;3456;4234;81,6
2015;3520509;20951;28912;72,5
2015;3520608;1883;2144;87,8
2015;3520707;1754;2059;85,2
2015;3520806;964;1230;78,4
2015;3520905;3907;4594;85
2015;3521002;6487;7868;82,4
2015;3521101;1567;1756;89,2
2015;3521150;1225;1369;89,5
2015;3521200;2553;2869;89
2015;3521309;3956;5242;75,5
2015;3521408;3425;5121;66,9
2015;3521507;1945;2283;85,2
2015;3521606;2393;2819;84,9
2015;3521705;7473;8087;92,4
2015;3521804;8532;9733;87,7
2015;3521903;2964;3449;85,9
2015;3522000;1163;1329;87,5
2015;3522109;39873;45434;87,8
2015;3522158;1637;1693;96,7
2015;3522208;35980;40471;88,9
2015;3522307;37893;41557;91,2
2015;3522406;29241;34639;84,4
2015;3522505;62933;69665;90,3
2015;3522604;10684;15102;70,7
2015;3522653;2530;2771;91,3
2015;3522703;5623;6405;87,8
2015;3522802;5740;6427;89,3
2015;3522901;3224;3646;88,4
2015;3523008;2393;2808;85,2
2015;3523107;100648;113254;88,9
2015;3523206;15548;17230;90,2
2015;3523305;5923;6395;92,6
2015;3523404;15173;18287;83
2015;3523503;5088;5501;92,5
2015;3523602;3151;3440;91,6
2015;3523701;2644;2856;92,6
2015;3523800;2828;3124;90,5
2015;3523909;36577;49331;74,1
2015;3524006;8127;11148;72,9
2015;3524105;7930;8817;89,9
2015;3524204;2329;2633;88,5
2015;3524303;17090;19115;89,4
2015;3524402;41820;48651;86
2015;3524501;1478;1968;75,1
2015;3524600;6792;7642;88,9
2015;3524709;7792;11067;70,4
2015;3524808;10429;12594;82,8
2015;3524907;2037;2452;83,1
2015;3525003;22353;24071;92,9
2015;3525102;8537;9921;86
2015;3525201;6576;7259;90,6
2015;3525300;20391;25301;80,6
2015;3525409;1175;1478;79,5
2015;3525508;2144;2845;75,4
2015;3525607;1499;1953;76,8
2015;3525706;4772;5910;80,7
2015;3525805;2319;2569;90,3
2015;3525854;573;670;85,5
2015;3525904;32856;38523;85,3
2015;3526001;4403;4779;92,1
2015;3526100;9087;10152;89,5
2015;3526209;15225;15936;95,5
2015;3526308;1868;1978;94,4
2015;3526407;7416;8575;86,5
2015;3526506;1939;2452;79,1
2015;3526605;2892;3452;83,8
2015;3526704;21535;31113;69,2
2015;3526803;7740;9472;81,7
2015;3526902;63909;83840;76,2
2015;3527009;1878;2107;89,1
2015;3527108;13461;16560;81,3
2015;3527207;22431;24504;91,5
2015;3527256;778;1120;69,5
2015;3527306;6597;7361;89,6
2015;3527405;4825;5551;86,9
2015;3527504;810;1329;60,9
2015;3527603;3433;3883;88,4
2015;3527702;2074;2298;90,3
2015;3527801;1722;1997;86,2
2015;3527900;1486;1824;81,5
2015;3528007;2689;3460;77,7
2015;3528106;2178;2989;72,9
2015;3528205;1367;1667;82
2015;3528304;998;1501;66,5
2015;3528403;11272;12275;91,8
2015;3528502;24126;26866;89,8
2015;3528601;2467;2664;92,6
2015;3528700;1884;2400;78,5
2015;3528809;5155;6592;78,2
2015;3528858;728;759;95,9
2015;3528908;1407;1792;78,5
2015;3529005;45412;57272;79,3
2015;3529104;670;1015;66
2015;3529203;6254;7434;84,1
2015;3529302;14720;17787;82,8
2015;3529401;60569;70738;85,6
2015;3529500;700;910;76,9
2015;3529609;1338;1891;70,8
2015;3529658;724;1027;70,5
2015;3529708;6803;7796;87,3
2015;3529807;3355;3666;91,5
2015;3529906;11774;12684;92,8
2015;3530003;805;1342;60
2015;3530102;6676;8358;79,9
2015;3530201;8054;11656;69,1
2015;3530300;10134;11600;87,4
2015;3530409;1516;1684;90
2015;3530508;14551;16348;89
2015;3530607;102805;108243;95
2015;3530706;24685;31383;78,7
2015;3530805;12486;16596;75,2
2015;3530904;1618;1737;93,1
2015;3531001;395;687;57,5
2015;3531100;21304;23469;90,8
2015;3531209;1476;2109;70
2015;3531308;6502;7341;88,6
2015;3531407;5274;6453;81,7
2015;3531506;4535;5150;88,1
2015;3531605;1354;1923;70,4
2015;3531704;1488;1570;94,8
2015;3531803;19228;22607;85,1
2015;3531902;9490;10977;86,5
2015;3532009;2647;3086;85,8
2015;3532058;1170;1277;91,6
2015;3532108;2069;2530;81,8
2015;3532157;1159;1284;90,3
2015;3532207;1748;2066;84,6
2015;3532306;2539;2722;93,3
2015;3532405;6045;6491;93,1
2015;3532504;2438;2936;83
2015;3532603;2064;2588;79,8
2015;3532702;1672;1850;90,4
2015;3532801;1613;1863;86,6
2015;3532827;5072;5287;95,9
2015;3532843;617;922;66,9
2015;3532868;342;441;77,6
2015;3532900;1550;1772;87,5
2015;3533007;3881;4469;86,8
2015;3533106;542;606;89,4
2015;3533205;1399;1513;92,5
2015;3533254;1701;1926;88,3
2015;3533304;1276;1789;71,3
2015;3533403;6227;8326;74,8
2015;3533502;8375;9577;87,4
2015;3533601;1144;1249;91,6
2015;3533700;1849;2082;88,8
2015;3533809;930;1058;87,9
2015;3533908;12409;15800;78,5
2015;3534005;1306;1490;87,7
2015;3534104;1557;1760;88,5
2015;3534203;1199;1622;73,9
2015;3534302;5919;7658;77,3
2015;3534401;162884;187323;87
2015;3534500;1118;1280;87,3
2015;3534609;8816;9745;90,5
2015;3534708;20823;26466;78,7
2015;3534757;3425;4667;73,4
2015;3534807;3908;4228;92,4
2015;3534906;2349;2793;84,1
2015;3535002;2341;2667;87,8
2015;3535101;2587;3255;79,5
2015;3535200;2715;3193;85
2015;3535309;6899;7561;91,2
2015;3535408;5287;5755;91,9
2015;3535507;15110;16621;90,9
2015;3535606;6161;6877;89,6
2015;3535705;1164;1314;88,6
2015;3535804;6473;6823;94,9
2015;3535903;1713;2095;81,8
2015;3536000;4388;4720;93
2015;3536109;1609;1946;82,7
2015;3536208;6231;7001;89
2015;3536257;653;896;72,9
2015;3536307;4522;5557;81,4
2015;3536406;3316;3929;84,4
2015;3536505;17147;21561;79,5
2015;3536570;861;949;90,7
2015;3536604;2409;2985;80,7
2015;3536703;10454;11852;88,2
2015;3536802;2040;2222;91,8
2015;3536901;937;1433;65,4
2015;3537008;5879;6529;90
2015;3537107;4470;7305;61,2
2015;3537156;1008;1327;76
2015;3537206;5745;6271;91,6
2015;3537305;11085;13433;82,5
2015;3537404;4595;5572;82,5
2015;3537503;2204;2735;80,6
2015;3537602;23976;27086;88,5
2015;3537701;1541;2460;62,6
2015;3537800;13280;14628;90,8
2015;3537909;5964;6768;88,1
2015;3538006;41488;48494;85,6
2015;3538105;2723;3313;82,2
2015;3538204;3959;4276;92,6
2015;3538303;1597;1892;84,4
2015;3538501;4756;5200;91,5
2015;3538600;7128;8158;87,4
2015;3538709;60266;78872;76,4
2015;3538808;7073;7847;90,1
2015;3538907;5262;6746;78
2015;3539004;2561;3197;80,1
2015;3539103;4337;4451;97,4
2015;3539202;4906;6580;74,6
2015;3539301;10539;13554;77,8
2015;3539400;3165;3799;83,3
2015;3539509;9944;10715;92,8
2015;3539608;1528;1870;81,7
2015;3539707;1480;1581;93,6
2015;3539806;34358;38197;89,9
2015;3539905;1029;1119;92
2015;3540002;4386;6052;72,5
2015;3540101;962;1061;90,7
2015;3540200;12317;13757;89,5
2015;3540259;1983;2469;80,3
2015;3540309;1115;1405;79,4
2015;3540408;1632;2090;78,1
2015;3540507;2703;3021;89,5
2015;3540606;11931;15649;76,2
2015;3540705;8330;9465;88
2015;3540754;6991;7253;96,4
2015;3540804;3579;4801;74,5
2015;3540853;756;808;93,6
2015;3540903;3698;3827;96,6
2015;3541000;44074;49757;88,6
2015;3541059;2511;2731;91,9
2015;3541109;1841;2067;89,1
2015;3541208;4489;5400;83,1
2015;3541307;14641;17706;82,7
2015;3541406;45271;64872;69,8
2015;3541505;8867;10770;82,3
2015;3541604;9426;10902;86,5
2015;3541653;1235;1369;90,2
2015;3541703;3579;4300;83,2
2015;3541802;1262;1392;90,7
2015;3541901;4164;4793;86,9
2015;3542008;2471;2865;86,2
2015;3542107;1958;2141;91,5
2015;3542206;7377;8253;89,4
2015;3542305;1938;2083;93
2015;3542404;3124;3913;79,8
2015;3542503;1546;1968;78,6
2015;3542602;20826;23338;89,2
2015;3542701;3424;3878;88,3
2015;3542800;1941;2049;94,7
2015;3542909;3101;3324;93,3
2015;3543006;11101;11377;97,6
2015;3543105;2233;2667;83,7
2015;3543204;1946;2209;88,1
2015;3543238;988;1168;84,6
2015;3543253;3520;4115;85,5
2015;3543303;17309;19959;86,7
2015;3543402;68107;77489;87,9
2015;3543501;3018;3186;94,7
2015;3543600;1075;1478;72,7
2015;3543709;3657;4000;91,4
2015;3543808;2366;2735;86,5
2015;3543907;29358;37912;77,4
2015;3544004;4650;5483;84,8
2015;3544103;14567;16518;88,2
2015;3544202;2797;3515;79,6
2015;3544251;6269;7084;88,5
2015;3544301;3934;4188;93,9
2015;3544400;1246;1531;81,4
2015;3544509;805;1219;66
2015;3544608;1999;2400;83,3
2015;3544707;1286;1567;82,1
2015;3544806;1712;1878;91,2
2015;3544905;1841;2301;80
2015;3545001;6368;6913;92,1
2015;3545100;1902;2034;93,5
2015;3545159;816;998;81,8
2015;3545209;13932;22879;60,9
2015;3545308;9179;9928;92,5
2015;3545407;3358;3787;88,7
2015;3545506;1202;1364;88,1
2015;3545605;3225;4506;71,6
2015;3545704;1648;2407;68,5
2015;3545803;24119;29491;81,8
2015;3546009;4666;5105;91,4
2015;3546108;727;1125;64,6
2015;3546207;1103;1254;88
2015;3546256;719;907;79,3
2015;3546306;6332;6918;91,5
2015;3546405;9809;11664;84,1
2015;3546504;2471;2696;91,7
2015;3546603;6099;7179;85
2015;3546702;4279;5159;82,9
2015;3546801;13488;14547;92,7
2015;3546900;1736;2485;69,9
2015;3547007;2533;3446;73,5
2015;3547106;1364;1624;84
2015;3547205;441;627;70,3
2015;3547304;21675;25762;84,1
2015;3547403;512;756;67,7
2015;3547502;6119;7233;84,6
2015;3547601;5348;6302;84,9
2015;3547650;440;721;61
2015;3547700;5394;6389;84,4
2015;3547809;118255;134222;88,1
2015;3547908;2285;2531;90,3
2015;3548005;5542;5893;94
2015;3548054;2246;2899;77,5
2015;3548104;1314;1912;68,7
2015;3548203;3006;3360;89,5
2015;3548302;930;1112;83,6
2015;3548401;1615;1858;86,9
2015;3548500;42310;51850;81,6
2015;3548609;3887;4289;90,6
2015;3548708;118753;129642;91,6
2015;3548807;7497;11555;64,9
2015;3548906;41271;47260;87,3
2015;3549003;1046;1337;78,2
2015;3549102;12851;19529;65,8
2015;3549201;984;1265;77,8
2015;3549250;684;1007;67,9
2015;3549300;476;575;82,8
2015;3549409;5880;7122;82,6
2015;3549508;4338;4706;92,2
2015;3549607;2206;2380;92,7
2015;3549706;11864;13063;90,8
2015;3549805;59644;84131;70,9
2015;3549904;122102;143337;85,2
2015;3549953;4886;5288;92,4
2015;3550001;4282;4652;92
2015;3550100;9048;10831;83,5
2015;3550209;7623;9057;84,2
2015;3550308;2516859;2842186;88,6
2015;3550407;7425;8010;92,7
2015;3550506;2959;3435;86,1
2015;3550605;14018;16231;86,4
2015;3550704;18666;19989;93,4
2015;3550803;2926;3702;79
2015;3550902;3431;3913;87,7
2015;3551009;53265;58774;90,6
2015;3551108;3745;4143;90,4
2015;3551207;1689;1907;88,6
2015;3551306;837;1529;54,7
2015;3551405;3551;3671;96,7
2015;3551504;8875;9835;90,2
2015;3551603;4808;5235;91,8
2015;3551702;21179;26066;81,3
2015;3551801;7755;8777;88,4
2015;3551900;3777;4224;89,4
2015;3552007;2511;2653;94,6
2015;3552106;7272;7979;91,1
2015;3552205;84574;97430;86,8
2015;3552304;2408;3859;62,4
2015;3552403;58296;75940;76,8
2015;3552502;73204;80285;91,2
2015;3552551;1651;2279;72,4
2015;3552601;3552;3947;90
2015;3552700;4458;4611;96,7
2015;3552809;61231;70573;86,8
2015;3552908;2374;2760;86
2015;3553005;3146;3600;87,4
2015;3553104;2643;3006;87,9
2015;3553203;1642;1858;88,4
2015;3553302;4411;5556;79,4
2015;3553401;6103;6563;93
2015;3553500;3824;4434;86,2
2015;3553609;3299;3539;93,2
2015;3553658;655;797;82,2
2015;3553708;15915;18714;85
2015;3553807;8164;10055;81,2
2015;3553856;2540;2654;95,7
2015;3553906;1964;2415;81,3
2015;3553955;4418;5554;79,5
2015;3554003;25985;28817;90,2
2015;3554102;45293;52170;86,8
2015;3554201;2521;2681;94
2015;3554300;8782;9944;88,3
2015;3554409;2320;2856;81,2
2015;3554508;6701;10552;63,5
2015;3554607;1321;1726;76,5
2015;3554656;1030;1168;88,2
2015;3554706;2177;2458;88,6
2015;3554755;483;528;91,5
2015;3554805;10163;10707;94,9
2015;3554904;2061;2788;73,9
2015;3554953;2093;2317;90,3
2015;3555000;15835;22442;70,6
2015;3555109;3655;5503;66,4
2015;3555208;650;1075;60,5
2015;3555307;496;945;52,5
2015;3555356;1740;2045;85,1
2015;3555406;24914;25881;96,3
2015;3555505;2060;2243;91,8
2015;3555604;2689;3772;71,3
2015;3555703;450;603;74,6
2015;3555802;2621;3474;75,4
2015;3555901;502;593;84,7
2015;3556008;3025;3446;87,8
2015;3556107;3523;3917;89,9
2015;3556206;10674;12698;84,1
2015;3556305;6525;9260;70,5
2015;3556354;2764;2996;92,3
2015;3556404;7765;9696;80,1
2015;3556453;10309;10910;94,5
2015;3556503;17672;19760;89,4
2015;3556602;3267;3823;85,5
2015;3556701;6101;7949;76,8
2015;3556800;4060;5259;77,2
2015;3556909;1101;1312;83,9
2015;3556958;558;943;59,2
2015;3557006;16042;18173;88,3
2015;3557105;18175;26516;68,5
2015;3557154;609;863;70,6
2015;3557204;4358;5043;86,4
2015;3557303;2258;2594;87
2014;3500105;8070;9582;84,2
2014;3500204;1547;1858;83,3
2014;3500303;14055;16119;87,2
2014;3500402;1987;2226;89,3
2014;3500501;4262;4753;89,7
2014;3500550;2163;2223;97,3
2014;3500600;307;322;95,3
2014;3500709;7308;8884;82,3
2014;3500758;1838;1998;92
2014;3500808;1586;1898;83,6
2014;3500907;1452;1739;83,5
2014;3501004;6170;7185;85,9
2014;3501103;1275;1557;81,9
2014;3501152;3627;4015;90,3
2014;3501202;855;1461;58,5
2014;3501301;11177;12010;93,1
2014;3501400;2104;2250;93,5
2014;3501509;1480;1595;92,8
2014;3501608;17811;21655;82,2
2014;3501707;7600;8341;91,1
2014;3501806;3470;3924;88,4
2014;3501905;10829;11887;91,1
2014;3502002;1354;1426;95
2014;3502101;18966;22041;86
2014;3502200;9912;10489;94,5
2014;3502309;2606;2729;95,5
2014;3502408;1753;1880;93,2
2014;3502507;10434;10639;98,1
2014;3502606;2631;3031;86,8
2014;3502705;15433;16983;90,9
2014;3502754;6867;7257;94,6
2014;3502804;47338;63754;74,3
2014;3502903;6273;7006;89,5
2014;3503000;1588;1703;93,2
2014;3503109;3073;3322;92,5
2014;3503158;1593;1826;87,2
2014;3503208;35427;39423;89,9
2014;3503307;27574;39198;70,3
2014;3503356;1577;1672;94,3
2014;3503406;3077;3703;83,1
2014;3503505;2318;2480;93,5
2014;3503604;3041;3334;91,2
2014;3503703;1843;2319;79,5
2014;3503802;11901;13079;91
2014;3503901;27143;29236;92,8
2014;3503950;828;1130;73,3
2014;3504008;23040;26016;88,6
2014;3504107;27662;31273;88,5
2014;3504206;2712;3104;87,4
2014;3504305;2576;2808;91,7
2014;3504404;4672;4881;95,7
2014;3504503;21270;24967;85,2
2014;3504602;3821;4877;78,3
2014;3504701;646;723;89,3
2014;3504800;1770;2366;74,8
2014;3504909;5795;6242;92,8
2014;3505005;1754;1885;93,1
2014;3505104;3196;3774;84,7
2014;3505203;3501;3974;88,1
2014;3505302;7068;8125;87
2014;3505351;4402;4558;96,6
2014;3505401;5349;6044;88,5
2014;3505500;29562;34503;85,7
2014;3505609;11620;12437;93,4
2014;3505708;72534;77428;93,7
2014;3505807;5626;6774;83,1
2014;3505906;10464;12693;82,4
2014;3506003;87218;109212;79,9
2014;3506102;24726;28403;87,1
2014;3506201;1393;1550;89,9
2014;3506300;4742;5548;85,5
2014;3506359;15792;18200;86,8
2014;3506409;1905;2314;82,3
2014;3506508;13469;21778;61,8
2014;3506607;11492;12484;92,1
2014;3506706;5836;6098;95,7
2014;3506805;3461;4009;86,3
2014;3506904;3421;3803;90
2014;3507001;9098;10027;90,7
2014;3507100;7308;7753;94,3
2014;3507159;3147;3413;92,2
2014;3507209;406;439;92,5
2014;3507308;1665;1741;95,6
2014;3507407;6928;7753;89,4
2014;3507456;1036;1292;80,2
2014;3507506;27520;32634;84,3
2014;3507605;39090;42179;92,7
2014;3507704;2279;2800;81,4
2014;3507753;1838;2016;91,2
2014;3507803;5617;6854;82
2014;3507902;6358;7459;85,2
2014;3508009;10907;11215;97,3
2014;3508108;7244;7878;92
2014;3508207;1312;1645;79,8
2014;3508306;2318;2995;77,4
2014;3508405;7829;8992;87,1
2014;3508504;21207;24031;88,2
2014;3508603;11128;11382;97,8
2014;3508702;8257;8794;93,9
2014;3508801;5389;5973;90,2
2014;3508900;1630;2121;76,9
2014;3509007;13947;16111;86,6
2014;3509106;2677;2890;92,6
2014;3509205;30119;31792;94,7
2014;3509254;12567;14185;88,6
2014;3509304;4115;4598;89,5
2014;3509403;7662;8018;95,6
2014;3509452;3002;3268;91,9
2014;3509502;218556;244742;89,3
2014;3509601;16036;17398;92,2
2014;3509700;15474;17018;90,9
2014;3509809;2286;2397;95,4
2014;3509908;6198;6678;92,8
2014;3509957;3006;3099;97
2014;3510005;10442;11507;90,7
2014;3510104;1082;1358;79,7
2014;3510153;3014;3273;92,1
2014;3510203;25226;26864;93,9
2014;3510302;5650;5999;94,2
2014;3510401;11959;12534;95,4
2014;3510500;29360;33973;86,4
2014;3510609;106562;119243;89,4
2014;3510708;4506;5578;80,8
2014;3510807;8136;8959;90,8
2014;3510906;1237;1446;85,5
2014;3511003;6259;7018;89,2
2014;3511102;15504;22410;69,2
2014;3511201;1718;1997;86
2014;3511300;1675;2607;64,3
2014;3511409;6805;7226;94,2
2014;3511508;6888;8265;83,3
2014;3511607;5299;5699;93
2014;3511706;4870;5649;86,2
2014;3511904;2017;2391;84,4
2014;3512001;6570;7395;88,8
2014;3512100;3263;3731;87,5
2014;3512209;11556;12475;92,6
2014;3512308;6374;6836;93,2
2014;3512407;2613;3311;78,9
2014;3512506;2112;2636;80,1
2014;3512605;3312;3593;92,2
2014;3512704;1416;1499;94,5
2014;3512803;13569;16988;79,9
2014;3512902;2987;3474;86
2014;3513009;37756;43087;87,6
2014;3513108;10142;11256;90,1
2014;3513207;3395;3727;91,1
2014;3513306;784;872;89,9
2014;3513405;22735;24243;93,8
2014;3513504;25402;27789;91,4
2014;3513603;14715;15356;95,8
2014;3513702;6434;7470;86,1
2014;3513801;116537;123113;94,7
2014;3513850;796;813;97,9
2014;3513900;4095;4480;91,4
2014;3514007;3892;4077;95,5
2014;3514106;8779;9446;92,9
2014;3514205;1100;1386;79,4
2014;3514304;2805;2953;95
2014;3514403;13236;15148;87,4
2014;3514502;5109;5474;93,3
2014;3514601;2466;2718;90,7
2014;3514700;3274;3523;92,9
2014;3514809;9547;10043;95,1
2014;3514908;6617;7107;93,1
2014;3514924;470;613;76,7
2014;3514957;476;566;84,1
2014;3515004;66876;73779;90,6
2014;3515103;24291;26930;90,2
2014;3515129;1215;1361;89,3
2014;3515152;6142;7620;80,6
2014;3515186;5092;6147;82,8
2014;3515194;2456;2830;86,8
2014;3515202;1451;2319;62,6
2014;3515301;972;1216;79,9
2014;3515350;6289;7084;88,8
2014;3515400;6686;7262;92,1
2014;3515509;10339;12919;80
2014;3515608;1334;1476;90,4
2014;3515657;800;849;94,2
2014;3515707;40948;44855;91,3
2014;3515806;929;1168;79,5
2014;3515905;1261;1517;83,1
2014;3516002;5372;5779;93
2014;3516101;1693;1962;86,3
2014;3516200;49532;59481;83,3
2014;3516309;53703;56373;95,3
2014;3516408;28004;30977;90,4
2014;3516507;823;1328;62
2014;3516606;1923;2437;78,9
2014;3516705;11270;12809;88
2014;3516804;1428;2111;67,6
2014;3516853;1290;1453;88,8
2014;3516903;3428;4210;81,4
2014;3517000;4374;4700;93,1
2014;3517109;2276;2589;87,9
2014;3517208;4423;5758;76,8
2014;3517307;3273;3540;92,5
2014;3517406;11766;13610;86,5
2014;3517505;4810;5378;89,4
2014;3517604;11450;12690;90,2
2014;3517703;7243;7911;91,6
2014;3517802;3316;4708;70,4
2014;3517901;3370;3611;93,3
2014;3518008;810;963;84,1
2014;3518107;3619;3723;97,2
2014;3518206;5575;6287;88,7
2014;3518305;12905;15109;85,4
2014;3518404;30340;32634;93
2014;3518503;4432;5162;85,9
2014;3518602;11478;12328;93,1
2014;3518701;106485;113916;93,5
2014;3518800;317819;348953;91,1
2014;3518859;2318;2427;95,5
2014;3518909;2269;2637;86
2014;3519006;4209;4532;92,9
2014;3519055;1451;1590;91,3
2014;3519071;47640;52158;91,3
2014;3519105;3801;4014;94,7
2014;3519204;3396;3547;95,7
2014;3519253;2963;3164;93,6
2014;3519303;10734;11224;95,6
2014;3519402;3165;3321;95,3
2014;3519501;3303;4075;81,1
2014;3519600;11217;13107;85,6
2014;3519709;25728;27267;94,4
2014;3519808;2668;3089;86,4
2014;3519907;4190;4864;86,1
2014;3520004;7885;8371;94,2
2014;3520103;7368;7989;92,2
2014;3520202;4923;5343;92,1
2014;3520301;14360;15369;93,4
2014;3520400;6430;7338;87,6
2014;3520426;6080;7778;78,2
2014;3520442;3970;4859;81,7
2014;3520509;18069;23420;77,2
2014;3520608;2391;2590;92,3
2014;3520707;1954;2050;95,3
2014;3520806;1598;1832;87,2
2014;3520905;4979;5858;85
2014;3521002;6623;8092;81,8
2014;3521101;1764;1907;92,5
2014;3521150;1263;1401;90,1
2014;3521200;2538;2758;92
2014;3521309;4441;5627;78,9
2014;3521408;4311;5548;77,7
2014;3521507;1872;2215;84,5
2014;3521606;3524;3696;95,3
2014;3521705;7664;8190;93,6
2014;3521804;9801;10817;90,6
2014;3521903;3581;3770;95
2014;3522000;1450;1621;89,5
2014;3522109;39313;44512;88,3
2014;3522158;1731;1811;95,6
2014;3522208;48756;51604;94,5
2014;3522307;45166;48645;92,8
2014;3522406;30612;33609;91,1
2014;3522505;66462;72159;92,1
2014;3522604;14340;18947;75,7
2014;3522653;2715;2969;91,4
2014;3522703;8037;8939;89,9
2014;3522802;7206;7967;90,4
2014;3522901;3988;4405;90,5
2014;3523008;2809;3177;88,4
2014;3523107;100218;107781;93
2014;3523206;16331;17921;91,1
2014;3523305;5869;6205;94,6
2014;3523404;17814;20679;86,1
2014;3523503;6477;6876;94,2
2014;3523602;3804;4081;93,2
2014;3523701;3010;3210;93,8
2014;3523800;3141;3369;93,2
2014;3523909;36252;47485;76,3
2014;3524006;7450;9940;74,9
2014;3524105;9875;11435;86,4
2014;3524204;3627;3806;95,3
2014;3524303;19694;21110;93,3
2014;3524402;46757;53014;88,2
2014;3524501;1587;2023;78,4
2014;3524600;7018;7691;91,2
2014;3524709;8283;12478;66,4
2014;3524808;14006;16050;87,3
2014;3524907;2442;2755;88,6
2014;3525003;27601;28616;96,5
2014;3525102;10985;12469;88,1
2014;3525201;8323;9018;92,3
2014;3525300;18941;23600;80,3
2014;3525409;1307;1589;82,3
2014;3525508;2320;3026;76,7
2014;3525607;1648;2053;80,3
2014;3525706;4198;5295;79,3
2014;3525805;2656;2900;91,6
2014;3525854;633;737;85,9
2014;3525904;34421;37479;91,8
2014;3526001;6189;6575;94,1
2014;3526100;10331;11322;91,2
2014;3526209;17834;18277;97,6
2014;3526308;2777;2904;95,6
2014;3526407;9080;10370;87,6
2014;3526506;2147;2622;81,9
2014;3526605;3320;3842;86,4
2014;3526704;24917;35027;71,1
2014;3526803;10159;12145;83,6
2014;3526902;69131;87194;79,3
2014;3527009;2125;2383;89,2
2014;3527108;13667;16803;81,3
2014;3527207;29969;31619;94,8
2014;3527256;959;1304;73,5
2014;3527306;8826;9783;90,2
2014;3527405;6397;7044;90,8
2014;3527504;1056;1359;77,7
2014;3527603;3549;3808;93,2
2014;3527702;2868;2997;95,7
2014;3527801;1999;2210;90,5
2014;3527900;1465;1817;80,6
2014;3528007;3913;4705;83,2
2014;3528106;2374;3067;77,4
2014;3528205;1686;1888;89,3
2014;3528304;1081;1403;77
2014;3528403;12457;13558;91,9
2014;3528502;31599;34085;92,7
2014;3528601;3460;3647;94,9
2014;3528700;2400;2940;81,6
2014;3528809;6209;7575;82
2014;3528858;1057;1090;97
2014;3528908;2002;2330;85,9
2014;3529005;46277;57411;80,6
2014;3529104;827;922;89,7
2014;3529203;9548;10638;89,8
2014;3529302;19872;22763;87,3
2014;3529401;78047;87963;88,7
2014;3529500;837;1059;79
2014;3529609;1448;1964;73,7
2014;3529658;969;1108;87,5
2014;3529708;8520;9135;93,3
2014;3529807;4444;4834;91,9
2014;3529906;11626;12375;93,9
2014;3530003;1220;1616;75,5
2014;3530102;7052;8675;81,3
2014;3530201;9444;12778;73,9
2014;3530300;10561;12028;87,8
2014;3530409;1978;2149;92
2014;3530508;18165;20012;90,8
2014;3530607;112031;116072;96,5
2014;3530706;27595;33161;83,2
2014;3530805;15351;18483;83,1
2014;3530904;1910;2068;92,4
2014;3531001;691;910;75,9
2014;3531100;24076;25681;93,8
2014;3531209;1447;1620;89,3
2014;3531308;9095;9860;92,2
2014;3531407;6763;7943;85,1
2014;3531506;5790;6444;89,9
2014;3531605;1695;2075;81,7
2014;3531704;1764;1858;94,9
2014;3531803;16580;18106;91,6
2014;3531902;10975;12230;89,7
2014;3532009;2692;3039;88,6
2014;3532058;1577;1789;88,1
2014;3532108;2627;3094;84,9
2014;3532157;1660;1843;90,1
2014;3532207;2391;2705;88,4
2014;3532306;2960;3121;94,8
2014;3532405;7356;7818;94,1
2014;3532504;3320;3754;88,4
2014;3532603;3327;3651;91,1
2014;3532702;1948;2136;91,2
2014;3532801;1934;2113;91,5
2014;3532827;5963;6110;97,6
2014;3532843;638;861;74,1
2014;3532868;318;436;72,9
2014;3532900;1643;1789;91,8
2014;3533007;5221;5821;89,7
2014;3533106;1043;1107;94,2
2014;3533205;1532;1669;91,8
2014;3533254;1854;2104;88,1
2014;3533304;1386;1832;75,7
2014;3533403;9727;10724;90,7
2014;3533502;10325;11229;91,9
2014;3533601;1519;1650;92,1
2014;3533700;2236;2448;91,3
2014;3533809;1291;1379;93,6
2014;3533908;12150;15365;79,1
2014;3534005;1787;2015;88,7
2014;3534104;2029;2206;92
2014;3534203;1753;2140;81,9
2014;3534302;6958;9075;76,7
2014;3534401;191323;211735;90,4
2014;3534500;1336;1485;90
2014;3534609;9483;10499;90,3
2014;3534708;32257;37617;85,8
2014;3534757;3936;5084;77,4
2014;3534807;4429;4767;92,9
2014;3534906;4223;4796;88,1
2014;3535002;3427;3659;93,7
2014;3535101;3933;4579;85,9
2014;3535200;3423;3883;88,2
2014;3535309;8101;8687;93,3
2014;3535408;6343;6805;93,2
2014;3535507;18954;20333;93,2
2014;3535606;6415;7104;90,3
